window_id,packet_rate,byte_rate,unique_dst_ips,unique_dst_ports,syn_ack_ratio,avg_pkt_size,dst_port_entropy,failed_conn_rate,src_ip_flag,attack_type,label_attack_now,attack_fraction
145,66.37835636825999,89326.13019136485,1,1,0.004524886877828055,810.3675461,-1.4428232973175175e-12,0.0,,ddos,1,1.0
146,353.10525182517995,51137.30922349861,1,1,0.004524886877828055,807.1473722939999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
147,15.97622505251,19062.789451775338,1,1,0.0026246719160104987,367.0340145602,-1.4428232973175175e-12,0.0,,ddos,1,1.0
148,2.25503296786,122.85477272132199,1,1,0.001996007984031936,60.0122190814,-1.4428232973175175e-12,0.0,,ddos,1,1.0
149,65.658881286642,7904.950755134287,1,1,0.0020491803278688526,166.5918651774,-1.4428232973175175e-12,0.0,,ddos,1,1.0
150,131.28990842373202,132636.3121507294,1,1,0.004739336492890996,1211.0064167199998,-1.4428232973175175e-12,0.0,,ddos,1,1.0
151,57.868954497228,82206.10848880542,1,1,0.004761904761904762,1206.2119262864,-1.4428232973175175e-12,0.0,,ddos,1,1.0
152,88.532862523024,127093.51603142399,1,1,0.004424778761061947,1185.9009664086002,-1.4428232973175175e-12,0.0,,ddos,1,1.0
153,58.821940203802,83321.0007920252,1,1,0.004761904761904762,1206.6476489314,-1.4428232973175175e-12,0.0,,ddos,1,1.0
154,44.50714111094601,64028.731612305404,1,1,0.004739336492890996,1214.2489647776001,-1.4428232973175175e-12,0.0,,ddos,1,1.0
155,32399.665970611655,496806.4684287791,71,71,0.1076923076923077,859.2549117058679,2.2501300389812506,0.0,,ddos,1,0.68
156,7.332477833094001,4422.741635275793,499,499,0.2275449101796407,401.11339707515003,8.961784283942182,0.0,,none,0,0.0
157,3.065052988944,2651.570552394344,498,498,0.19760479041916168,388.88900874865595,8.957784283943624,0.0,,none,0,0.0
158,31385.649370824292,276623.7829546825,266,266,0.10610079575596817,434.24838909372795,5.801971730019893,0.0,,none,0,0.378
159,42.480884315324005,54768.53788747862,1,1,0.004608294930875576,815.7720358539999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
160,72.01406631977999,102754.01513935711,1,1,0.004629629629629629,840.4186183179999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
161,46.93906807994,63142.08050362219,1,1,0.004366812227074236,804.061950058,-1.4428232973175175e-12,0.0,,ddos,1,1.0
162,49.562346303772,69846.68470456354,1,1,0.004901960784313725,860.670519112,-1.4428232973175175e-12,0.0,,ddos,1,1.0
163,13.466467691332,18910.64008333744,1,1,0.0030303030303030303,504.28255241399995,-1.4428232973175175e-12,0.0,,ddos,1,1.0
164,2200.5386959691414,13347.523185850958,1,1,0.001996007984031936,100.6957805932,-1.4428232973175175e-12,0.0,,ddos,1,1.0
165,1.2307992644380001,214.851385795804,1,1,0.001996007984031936,140.0154449916,-1.4428232973175175e-12,0.0,,ddos,1,1.0
166,172.308067190862,54699.049887177454,1,1,0.002967359050445104,781.6909185267999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
167,54.788688844326,79283.30414427,1,1,0.004524886877828055,1199.4569102981998,-1.4428232973175175e-12,0.0,,ddos,1,1.0
168,205.86888842317794,153748.69614603996,1,1,0.004273504273504274,1188.9055577317997,-1.4428232973175175e-12,0.0,,ddos,1,1.0
169,42.49631131787599,61637.9970630286,1,1,0.004761904761904762,1217.6180466355997,-1.4428232973175175e-12,0.0,,ddos,1,1.0
170,50.819024684826005,74199.7009313172,1,1,0.004830917874396135,1230.1469394328,-1.4428232973175175e-12,0.0,,ddos,1,1.0
171,51.81818485506201,73634.851321474,1,1,0.004629629629629629,1209.8790941686,-1.4428232973175175e-12,0.0,,ddos,1,1.0
172,32373.210374640443,879493.3181774497,27,27,0.1590909090909091,285.27052117912,1.4803142158444162,0.0,,none,0,0.178
173,9745.56058097862,537367.3596350139,198,198,0.24822695035460993,210.10695575748,4.8778736444252795,0.0,,none,0,0.0
174,9.575140624002001,7223.6656426833015,486,486,0.16966067864271456,419.628425470406,8.909784283960935,0.0,,none,0,0.0
175,1.8153875827460002,1338.55651769381,491,491,0.1277445109780439,375.144621394518,8.929784283953722,0.0,,none,0,0.0
176,23489.965588730232,670985.8699244644,91,91,0.10830324909747292,675.3010859957279,2.018139769472169,0.0,,ddos,1,0.798
177,31.714533631426,44823.45767007457,1,1,0.0045662100456621,812.9733730800001,-1.4428232973175175e-12,0.0,,ddos,1,1.0
178,1217.925762981032,49848.23976711015,1,1,0.004629629629629629,830.8173246619999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
179,24.051111334206,33646.578778357834,1,1,0.004629629629629629,827.935139756,-1.4428232973175175e-12,0.0,,ddos,1,1.0
180,16.683377681044,23677.59916161096,1,1,0.00392156862745098,720.915102436,-1.4428232973175175e-12,0.0,,ddos,1,1.0
181,1.272156222438,202.239540330118,1,1,0.001996007984031936,141.92728085679997,-1.4428232973175175e-12,0.0,,ddos,1,1.0
182,2.1273892993200003,249.955237624306,1,1,0.001996007984031936,183.91914352779997,-1.4428232973175175e-12,0.0,,ddos,1,1.0
183,28.174327318122003,39548.934137444565,1,1,0.0028169014084507044,715.0268043561999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
184,41.27072749724201,59138.366617146596,1,1,0.004830917874396135,1213.1830683596,-1.4428232973175175e-12,0.0,,ddos,1,1.0
185,25.949053854747994,37264.0780526022,1,1,0.004739336492890996,1207.0631229904,-1.4428232973175175e-12,0.0,,ddos,1,1.0
186,27.731094082800002,39869.5710843236,1,1,0.004807692307692308,1209.5020163244,-1.4428232973175175e-12,0.0,,ddos,1,1.0
187,27.973301787837997,41167.5547748848,1,1,0.005263157894736842,1235.4476434446,-1.4428232973175175e-12,0.0,,ddos,1,1.0
188,5599.160366283844,260528.6672568221,15,15,0.004975124378109453,1147.4998110105998,0.5611318151423351,0.0,,ddos,1,0.93
189,12072.766278665109,757134.2754392358,311,311,0.20743034055727555,300.80137994456805,6.657253889782286,0.0,,none,0,0.0
190,4.406578001224,5146.880595361072,489,489,0.14770459081836326,376.176082776498,8.921784283956608,0.0,,none,0,0.0
191,4.117133812164,670.96970904219,487,487,0.1317365269461078,421.42589436438203,8.913784283959494,0.0,,none,0,0.0
192,13812.718375080472,339929.40448820114,154,154,0.07692307692307693,824.159647189004,3.5190124825981792,0.0,,ddos,1,0.608
193,121.780678805612,105093.44468763679,1,1,0.004901960784313725,1235.1167007138,-1.4428232973175175e-12,0.0,,ddos,1,1.0
194,69.340088102348,101969.7433987754,1,1,0.0045871559633027525,1219.3748001492,-1.4428232973175175e-12,0.0,,ddos,1,1.0
195,75.479102543656,107459.75701344058,1,1,0.0036231884057971015,1137.0633255704,-1.4428232973175175e-12,0.0,,ddos,1,1.0
196,60.92244880604,88840.92922574839,1,1,0.0035460992907801418,1136.9495177322,-1.4428232973175175e-12,0.0,,ddos,1,1.0
197,293.64474570268203,23722.11704845621,1,1,0.0024937655860349127,544.3317871639998,-1.4428232973175175e-12,0.0,,ddos,1,1.0
198,1208.427419425798,7479.999037011581,1,1,0.001996007984031936,173.97200556299998,-1.4428232973175175e-12,0.0,,ddos,1,1.0
199,6.07907922463,384.976193712072,1,1,0.001996007984031936,237.459602967,-1.4428232973175175e-12,0.0,,ddos,1,1.0
200,5.959117522242,7831.687578087288,1,1,0.0027100271002710027,617.2452691752001,-1.4428232973175175e-12,0.0,,ddos,1,1.0
201,133.179603714754,82122.2149241535,1,1,0.0047169811320754715,861.5008429000001,-1.4428232973175175e-12,0.0,,ddos,1,1.0
202,64.090214696062,91817.80279030747,1,1,0.0045662100456621,818.57636831,-1.4428232973175175e-12,0.0,,ddos,1,1.0
203,99.09543044960802,96888.21601410277,1,1,0.00423728813559322,762.7942055999999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
204,131.484495523638,95171.67404032097,4,4,0.00510204081632653,846.91254989842,0.062424855343403834,0.0,,ddos,1,0.938
205,15277.446372796285,970129.2435347888,4,4,0.10714285714285714,77.14728448514,0.5287059584627707,0.0,,none,0,0.0
206,9986.921928263468,224766.22483659873,294,294,0.1887905604719764,322.20954706392797,6.586314654203207,0.0,,none,0,0.0
207,12.228813596225999,15355.393016906632,498,498,0.1788793103448276,487.447201689668,8.957784283943624,0.0,,none,0,0.0
208,33.01208759376,46142.353726715584,472,472,0.39184952978056425,810.249035178646,8.853784283981135,0.0,,none,0,0.0
209,16500.619431873034,486352.74548417924,223,223,0.10762331838565023,396.7476535210761,4.707914190608042,0.0,,ddos,1,0.518
210,1.0973643836440001,227.76868203876597,1,1,0.001996007984031936,185.4356865156,-1.4428232973175175e-12,0.0,,ddos,1,1.0
211,32.455645342118,47589.138831190925,1,1,0.003278688524590164,1095.5766190632,-1.4428232973175175e-12,0.0,,ddos,1,1.0
212,11.566586402876,16610.325495468598,1,1,0.003861003861003861,1160.8648164524,-1.4428232973175175e-12,0.0,,ddos,1,1.0
213,18.052474706250003,26259.3536538752,1,1,0.004310344827586207,1189.4930017916001,-1.4428232973175175e-12,0.0,,ddos,1,1.0
214,34.915340199835995,50772.7964747444,1,1,0.004201680672268907,1189.0474480762,-1.4428232973175175e-12,0.0,,ddos,1,1.0
215,145.39641150719004,21158.302233108603,1,1,0.004291845493562232,1194.7311506366,-1.4428232973175175e-12,0.0,,ddos,1,1.0
216,9.161891757299998,7460.252309322896,1,1,0.002053388090349076,231.35996818339999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
