day,window_id,packet_rate,byte_rate,unique_dst_ips,unique_dst_ports,syn_ack_ratio,avg_pkt_size,dst_port_entropy,failed_conn_rate,fwd_psh_rate,avg_flow_duration,label_attack_now,attack_fraction,attack_family,mitre
monday,13,76619.0630623717,1813252.523174937,104,104,0.30434782608695654,178.302878385788,3.6522639641300394,0.0,0.096,24498256.202,0,0.0,none,-
monday,14,59649.53808239771,937435.6439403325,63,63,0.20422535211267606,155.9937207763974,2.9415887508578598,0.002,0.056,20526053.136,0,0.0,none,-
monday,15,74382.87320889211,1095459.7048795943,74,74,0.3067484662576687,210.12831044808743,2.8875552566556837,0.002,0.098,28329463.51,0,0.0,none,-
monday,16,72855.92261818965,1581965.248964336,79,79,0.3228346456692913,152.4140578113442,3.1999481567019443,0.0,0.08,29819645.108,0,0.0,none,-
monday,17,61845.942564485165,1131085.4899865962,101,101,0.2546583850931677,153.53139676883902,3.325413003597494,0.0,0.08,10361051.386,0,0.0,none,-
monday,18,57072.29615809074,1060465.5692833834,65,65,0.17105263157894737,141.253578762476,2.6135678068709156,0.0,0.05,5317250.18,0,0.0,none,-
monday,19,65656.85504871364,1484389.7020025558,86,86,0.1711229946524064,149.69883195159179,2.951027474908122,0.0,0.062,22787919.086,0,0.0,none,-
monday,20,71789.03051239836,1612707.285146276,76,76,0.31297709923664124,161.6732345115948,3.002014601280089,0.0,0.08,31001869.638,0,0.0,none,-
monday,21,87932.59541982636,1405513.3690456536,89,89,0.20930232558139536,128.1032857434758,3.2146826341354373,0.0,0.07,33254863.554,0,0.0,none,-
monday,22,88615.30304190674,2263713.5726895593,100,100,0.3612565445026178,141.02219807077418,3.4259997303361867,0.0,0.136,24847727.824,0,0.0,none,-
monday,23,43226.98502704915,723761.4739660056,49,49,0.19548872180451127,160.12574580400198,2.4746971120519605,0.0,0.05,21309036.356,0,0.0,none,-
monday,24,69044.72015444656,2025754.9784054263,72,72,0.29518072289156627,164.4212065613898,2.4856747446011136,0.0,0.096,8090960.4,0,0.0,none,-
monday,25,70425.30986386655,1509568.6129558638,85,85,0.4084507042253521,160.8947129132578,2.7218019654367924,0.0,0.114,15334769.244,0,0.0,none,-
monday,26,57550.03121632248,1369682.963050457,61,61,0.2585034013605442,172.66849932387842,2.4478006220914086,0.0,0.074,17274824.184,0,0.0,none,-
monday,27,17184.9012705,261757.19353037822,25,25,0.25806451612903225,284.1539505979514,1.0878175979085978,0.0,0.03,14827320.228,0,0.0,none,-
monday,28,10389.590607412842,158792.2501730687,16,16,0.4722222222222222,319.9697756066758,0.9497035773736922,0.0,0.032,11743979.4,0,0.0,none,-
monday,29,18289.97301308729,420201.2930383363,32,32,0.2777777777777778,258.990565692784,1.7791796403768152,0.0,0.028,21959206.464,0,0.0,none,-
monday,30,33160.86379754425,910766.051274626,44,44,0.2708333333333333,260.3109173876368,1.8291286543368068,0.0,0.05,27131569.038,0,0.0,none,-
monday,31,86699.94001166534,1058370.3063099438,96,96,0.3486238532110092,151.434804746555,3.4714931823671593,0.0,0.15,31208083.766,0,0.0,none,-
monday,32,41555.15098791955,637559.8793895685,96,96,0.1111111111111111,132.17751595252298,3.312656528375619,0.0,0.034,8837924.156,0,0.0,none,-
monday,33,102166.69554876882,2789749.6310559777,93,93,0.32105263157894737,197.1470205573258,3.527436142308488,0.0,0.12,21691278.36,0,0.0,none,-
monday,34,49113.55549370234,1309299.2108869625,73,73,0.23417721518987342,135.2930421738198,3.168593254659468,0.0,0.072,22063632.402,0,0.0,none,-
monday,35,54026.480149677314,1321916.5217235622,51,51,0.2980769230769231,180.5098193339232,2.72122127764916,0.0,0.06,36626958.714,0,0.0,none,-
monday,36,47094.096302216916,1016030.6716466064,68,68,0.192,145.5664494040942,3.223128652845477,0.0,0.046,13789872.364,0,0.0,none,-
monday,37,36864.04839628845,869634.4196671632,44,44,0.19811320754716982,168.13303198221763,2.3207758749900744,0.0,0.04,16693986.634,0,0.0,none,-
monday,38,71258.78057587761,2174165.6481448254,77,77,0.3202614379084967,179.0087658717902,2.7600440616348574,0.0,0.096,14776548.802,0,0.0,none,-
monday,39,54213.03343628076,1225469.8191603047,67,67,0.3,154.3598555210632,2.824632524925084,0.0,0.1,25132966.762,0,0.0,none,-
monday,40,79337.88429206773,1342797.5774250245,72,72,0.3277777777777778,167.26433336111182,2.871655106230879,0.0,0.116,30798594.432,0,0.0,none,-
monday,41,101927.34817846197,1650217.2049647965,89,89,0.41509433962264153,165.20851620291342,3.009202380044756,0.0,0.13,35024791.202,0,0.0,none,-
monday,42,56235.434676016965,897797.2301858679,69,69,0.3333333333333333,109.512358887088,3.053140080839265,0.0,0.084,30399582.588,0,0.0,none,-
monday,43,37172.11862421846,614162.8158555889,57,57,0.1781609195402299,187.75134970134718,2.3186386785551445,0.0,0.06,9443032.022,0,0.0,none,-
monday,44,56814.33493055073,1497893.913741584,65,65,0.17424242424242425,158.1433586734068,2.735323929486864,0.0,0.044,18306396.316,0,0.0,none,-
monday,45,31868.886318857076,440692.50149776175,38,38,0.26548672566371684,148.04469325901002,2.3393458249970376,0.0,0.058,26801415.484,0,0.0,none,-
monday,46,71554.29391130441,1183572.5183132682,72,72,0.32941176470588235,163.35843059024361,2.895359548408001,0.0,0.11,46329171.072,0,0.0,none,-
monday,47,44462.051809319106,757564.8237241543,51,51,0.23423423423423423,157.88455672026157,2.412719180483358,0.0,0.05,22879806.936,0,0.0,none,-
monday,48,25542.50285770874,284858.64890948724,35,35,0.0707070707070707,107.94798057287201,1.9656054499040618,0.0,0.012,10224869.9,0,0.0,none,-
monday,49,44288.66250274645,806452.0287609,56,56,0.2127659574468085,115.9344421048636,2.7565851785979696,0.0,0.058,16542934.37,0,0.0,none,-
monday,50,53864.00534705706,899826.8633736329,60,60,0.17032967032967034,154.4552701179288,2.8468221608409885,0.0,0.06,26498471.796,0,0.0,none,-
monday,51,51306.36828220702,1124534.1196542254,70,70,0.2275449101796407,134.5263149819614,3.065271287433925,0.0,0.074,28429520.87,0,0.0,none,-
monday,52,19007.72996763744,396654.6573448857,28,28,0.08035714285714286,144.8796552539984,1.879801952239454,0.0,0.016,21926284.614,0,0.0,none,-
monday,53,23282.0823861508,500897.15459398116,39,39,0.08823529411764706,159.32893578115699,2.3684625359360925,0.0,0.022,26347243.748,0,0.0,none,-
monday,54,52617.33661206426,729104.4016444184,67,67,0.24375,129.4062715646342,2.940653050598909,0.0,0.076,16024921.84,0,0.0,none,-
monday,55,41107.99996323454,822422.2720229139,38,38,0.17857142857142858,125.4638041752324,2.2778090925515473,0.0,0.038,16624686.682,0,0.0,none,-
monday,56,32953.572411917885,1014292.3765203214,43,43,0.1875,148.148474751952,2.2018832689139143,0.0,0.034,10184367.812,0,0.0,none,-
monday,57,53204.73027218076,1412914.7829798956,52,52,0.1895424836601307,141.00204944547917,2.4222924283600547,0.0,0.056,15326272.674,0,0.0,none,-
monday,58,67743.57351168487,2018506.461217446,70,70,0.20765027322404372,160.6001219914278,2.91160195347506,0.0,0.074,21864003.966,0,0.0,none,-
monday,59,53287.572373219984,972577.1230339137,63,63,0.2682926829268293,153.759611291098,2.8165853521089472,0.0,0.086,23792850.128,0,0.0,none,-
monday,60,38141.137969520656,1025963.1404790201,50,50,0.3132530120481928,140.2098635425638,2.749774023106811,0.002,0.102,38093206.632,0,0.0,none,-
monday,61,59361.95462283522,689349.2233615514,71,71,0.2733333333333333,119.411805841163,2.7874641900275394,0.0,0.08,25799803.256,0,0.0,none,-
monday,62,57519.134902664584,1215991.3531808255,72,72,0.2517482517482518,163.36719538318542,2.869706210151816,0.0,0.07,19813886.856,0,0.0,none,-
monday,63,11956.035667407636,201105.82062783217,32,32,0.06164383561643835,273.2177739255036,1.7594237707174225,0.0,0.016,6745824.092,0,0.0,none,-
monday,64,40438.87695871005,718130.0700044304,48,48,0.14743589743589744,162.581409565718,2.459900720791524,0.002,0.044,32303352.996,0,0.0,none,-
monday,65,27479.886642941437,534408.2331766285,43,43,0.15217391304347827,132.2596567205766,2.4846680038069118,0.002,0.026,12524094.606,0,0.0,none,-
monday,66,71211.85535576653,1294200.852096568,76,76,0.323943661971831,136.1820408761944,3.1623106821057645,0.002,0.09,21662779.55,0,0.0,none,-
monday,67,55011.83663049744,956636.9560839531,63,63,0.2589928057553957,140.03983565059798,2.7222221992297966,0.002,0.07,18436722.628,0,0.0,none,-
monday,68,24182.55830108395,417936.1237463259,31,31,0.19594594594594594,127.96291773392139,2.227560664954325,0.0,0.056,30981985.222,0,0.0,none,-
monday,69,58447.4138258809,963184.925404373,70,70,0.2662337662337662,133.8723978321256,2.9021981035922257,0.0,0.08,28969037.792,0,0.0,none,-
monday,70,51645.91093576093,773804.4922314505,57,57,0.2839506172839506,89.65352187110001,2.893877654906623,0.0,0.09,23832819.368,0,0.0,none,-
monday,71,50480.461612602885,1340654.195613452,71,71,0.3023255813953488,131.31170673596517,2.9308789492695473,0.0,0.102,28671650.732,0,0.0,none,-
monday,72,32020.66771992445,777004.7886042836,46,46,0.26515151515151514,106.76763338087899,2.5242344906735488,0.002,0.068,26143411.65,0,0.0,none,-
monday,73,41688.79799487867,726259.7604160974,50,50,0.2932330827067669,147.45755944396882,2.640062308901103,0.0,0.076,24131144.36,0,0.0,none,-
monday,74,31843.775877254302,684027.1195775843,34,34,0.21487603305785125,144.9641711634976,2.2503497658438256,0.0,0.05,10025406.788,0,0.0,none,-
monday,75,36413.34372602063,709513.8567591326,39,39,0.13533834586466165,153.8441439699206,2.3326778164164423,0.0,0.034,17716115.808,0,0.0,none,-
monday,76,47199.213721337874,1460051.8358543692,54,54,0.35454545454545455,153.2195668470252,2.3628284671674207,0.0,0.076,9939507.682,0,0.0,none,-
monday,77,41777.89041969107,1252260.6794148304,49,49,0.23880597014925373,142.1072836282026,2.803936160071511,0.0,0.062,20574027.384,0,0.0,none,-
monday,78,19005.201142296206,713877.2021307071,36,36,0.12751677852348994,135.89841110265462,2.2491349802295098,0.0,0.036,22853836.068,0,0.0,none,-
monday,79,47614.96522480862,949879.9219786761,66,66,0.24509803921568626,126.4876436103264,2.5247818015391954,0.0,0.048,10253379.35,0,0.0,none,-
monday,80,54743.374159829575,1593095.8839266824,55,55,0.2426470588235294,171.63484291031725,2.503586782807274,0.0,0.064,11474780.668,0,0.0,none,-
monday,81,51374.130983243966,742074.9063679649,71,71,0.18421052631578946,199.543449287489,2.6232354425802455,0.0,0.04,24281927.998,0,0.0,none,-
monday,82,55582.26060219058,1062134.8025705575,86,86,0.24675324675324675,125.0230220983326,3.167960877119656,0.0,0.074,18574433.278,0,0.0,none,-
monday,83,45922.14033620596,642136.9851120277,67,67,0.15333333333333332,162.0514368733454,2.696207300152097,0.0,0.044,17235461.746,0,0.0,none,-
monday,84,58032.15475829674,824197.3652282514,87,87,0.35911602209944754,148.97835063850079,3.1355730469238576,0.0,0.128,21767333.144,0,0.0,none,-
monday,85,82732.05366276029,953400.8558497011,113,113,0.19642857142857142,152.1206982350764,3.598780194669155,0.0,0.064,13335470.01,0,0.0,none,-
monday,86,112536.16314669457,1527651.9874705398,136,136,0.2864864864864865,166.61589101334638,3.857977960644087,0.0,0.104,5304969.148,0,0.0,none,-
monday,87,88332.05989584538,1232589.7662628503,141,141,0.24468085106382978,148.0367834570696,3.933107399670325,0.0,0.09,4036686.57,0,0.0,none,-
monday,88,60827.8572038137,924931.0160469124,95,95,0.21428571428571427,126.2078571677934,3.035684484784494,0.0,0.076,25069698.556,0,0.0,none,-
monday,89,114591.69911143628,2025835.245353529,118,118,0.3815261044176707,139.63266728857423,3.344756483686138,0.0,0.188,27403626.93,0,0.0,none,-
monday,90,50793.70755771843,1037962.4253572777,89,89,0.30201342281879195,174.35001178188102,2.9154783395682413,0.0,0.088,12139746.586,0,0.0,none,-
monday,91,63146.714753421016,943846.8252801988,92,92,0.25384615384615383,166.74440461586738,2.8255168070419634,0.0,0.064,12394626.41,0,0.0,none,-
monday,92,16155.807384619211,483450.7621775571,24,24,0.1095890410958904,122.5716077440886,1.822220745004679,0.0,0.014,10718970.522,0,0.0,none,-
monday,93,52494.68880419926,990816.9871875272,71,71,0.12931034482758622,160.7388042702062,2.8665419431442003,0.0,0.028,14775888.434,0,0.0,none,-
monday,94,59254.44955372971,1056185.9461144092,105,105,0.18012422360248448,138.3857197009024,3.207999735321359,0.0,0.056,22684788.844,0,0.0,none,-
monday,95,24905.51661612655,479565.1121915795,34,34,0.18181818181818182,181.6210460369956,2.0067993865540297,0.0,0.026,16299743.02,0,0.0,none,-
monday,96,80103.42500321502,1486838.4243267907,83,83,0.4195804195804196,146.293873291472,2.9451256689802134,0.0,0.118,22148863.264,0,0.0,none,-
monday,97,60456.97197254739,860839.0426466522,74,74,0.203125,167.8324264169266,2.8586548744181837,0.0,0.05,23222403.526,0,0.0,none,-
monday,98,37676.48206650434,676132.7641572682,73,73,0.23809523809523808,141.290747327041,2.5338576399052393,0.0,0.068,22457812.348,0,0.0,none,-
monday,99,65085.711446405294,1120515.4296897154,104,104,0.23030303030303031,157.46800969931678,3.16426320951254,0.0,0.074,27042208.578,0,0.0,none,-
monday,100,48264.10158861269,696870.8394895904,55,55,0.1623931623931624,134.8152949577304,2.441990154337284,0.0,0.036,17671124.218,0,0.0,none,-
monday,101,70549.49467599628,1352030.016395161,115,115,0.15934065934065933,166.2346633821668,3.6749429281117765,0.0,0.056,7612793.982,0,0.0,none,-
monday,102,58918.50225938845,796195.8384319391,111,111,0.23316062176165803,106.4647202005914,3.4931711034825543,0.0,0.088,15758082.2,0,0.0,none,-
monday,103,47985.461289753766,1103519.8469555487,89,89,0.14285714285714285,183.29739205804358,3.162585190165154,0.0,0.036,23711346.536,0,0.0,none,-
monday,104,37492.94825837393,415409.4887673666,97,97,0.14666666666666667,152.57625508742902,3.2831383382341857,0.0,0.042,15598808.558,0,0.0,none,-
monday,105,84678.2703999798,1395890.0435352058,126,126,0.3386243386243386,136.13685238749,3.7486729739073534,0.0,0.126,20043831.424,0,0.0,none,-
monday,106,65050.9197168859,1622172.0700384367,98,98,0.1956521739130435,137.539545303975,3.4397952419306064,0.0,0.07,14082430.452,0,0.0,none,-
monday,107,58335.67644500248,1173664.664784339,78,78,0.21705426356589147,127.8480326968148,2.764082561806222,0.0,0.054,9786371.988,0,0.0,none,-
monday,108,81960.24763353501,1306365.980860008,101,101,0.17277486910994763,137.5317082301256,3.3857077409611853,0.0,0.064,15820041.194,0,0.0,none,-
monday,109,55871.20841947548,1109440.8987278566,109,109,0.1989247311827957,129.47037762399478,3.6000301145515263,0.0,0.072,20498519.234,0,0.0,none,-
monday,110,66963.30198971178,1387219.582760843,111,111,0.2265193370165746,140.0011060702466,3.529940319075612,0.0,0.08,21126630.872,0,0.0,none,-
monday,111,61374.32969125499,810120.1333543157,119,119,0.28804347826086957,133.4405647623368,3.6074882504079606,0.0,0.104,10654906.634,0,0.0,none,-
monday,112,73289.70047689261,1164880.6490026526,108,108,0.152317880794702,127.537380403674,3.4578639891019662,0.0,0.044,10403447.102,0,0.0,none,-
monday,113,55110.37024749035,859665.2860680773,101,101,0.1875,146.37625837144418,3.457061749529392,0.0,0.058,22063890.18,0,0.0,none,-
monday,114,44557.484099780224,957846.6994606864,52,52,0.2818181818181818,145.301579859522,2.250461676806991,0.0,0.06,7173745.988,0,0.0,none,-
monday,115,39806.38642162336,930437.3712978254,53,53,0.23148148148148148,123.4206782860694,2.4926993523603493,0.0,0.048,6935611.1,0,0.0,none,-
monday,116,46440.0885407751,678845.1451892274,69,69,0.07253886010362694,167.75872029561,2.6955815849273934,0.0,0.026,25725892.814,0,0.0,none,-
monday,117,44977.78098549137,614796.6772091587,71,71,0.14960629921259844,164.24910053568544,2.8895997986103388,0.0,0.036,13381899.64,0,0.0,none,-
monday,118,46650.65802619946,582657.1933650195,85,85,0.1895424836601307,145.39126434714638,3.1662862695996328,0.0,0.056,19400934.148,0,0.0,none,-
monday,119,38717.245038679466,474151.1432321245,67,67,0.1619047619047619,152.0242462523338,2.8393348238088763,0.002,0.032,17358393.776,0,0.0,none,-
monday,120,63451.33483007636,1726111.7241031292,82,82,0.27586206896551724,167.96703025864238,2.918316461450743,0.0,0.078,14209024.882,0,0.0,none,-
monday,121,72581.57245335793,1465572.6496007768,102,102,0.37857142857142856,119.20634515881682,3.4354985658371295,0.0,0.104,17033294.172,0,0.0,none,-
monday,122,44437.881689143236,868296.4722235505,50,50,0.3023255813953488,124.8491475593204,2.0827529846404342,0.0,0.05,7629547.948,0,0.0,none,-
monday,123,37700.91086699045,1115293.0903435969,54,54,0.12173913043478261,133.9431763321102,2.3613889760932585,0.0,0.026,6886982.92,0,0.0,none,-
monday,124,48983.585255591795,609070.3585499313,89,89,0.12831858407079647,147.14391283417498,2.9180019440568223,0.0,0.056,27032516.138,0,0.0,none,-
monday,125,87354.13413334146,1358302.1537081504,81,81,0.23118279569892472,137.2572749387848,2.894127929213373,0.0,0.084,20127514.766,0,0.0,none,-
monday,126,45912.085992158405,733298.9698696716,66,66,0.19718309859154928,158.5655579160008,2.589937611783031,0.0,0.054,7634584.604,0,0.0,none,-
monday,127,18406.26773798552,530460.3697757984,40,40,0.2054794520547945,115.5475683558538,1.924843611447879,0.0,0.028,8390587.82,0,0.0,none,-
monday,128,114223.66077207544,1591928.525901966,122,122,0.28095238095238095,142.628064028758,3.5718056892660384,0.0,0.116,28973544.998,0,0.0,none,-
monday,129,57326.06166183537,667699.2408590685,72,72,0.24,132.1140685492078,2.977979704617048,0.0,0.082,22057098.894,0,0.0,none,-
monday,130,64825.7061990549,1101265.081555118,72,72,0.22641509433962265,201.2214026308272,2.791442053300286,0.008,0.07,44021426.4,0,0.0,none,-
monday,131,29161.827142230042,752937.5647409017,42,42,0.2,148.19411417409802,2.2525211604255553,0.0,0.034,9713863.986,0,0.0,none,-
monday,132,37854.575437249434,981167.3624562955,39,39,0.2815533980582524,166.3135139518476,2.2589788769493535,0.0,0.056,11961202.312,0,0.0,none,-
monday,133,40263.229006567926,949291.8090702127,46,46,0.26548672566371684,122.0002416761644,2.4384809378674857,0.0,0.058,9487057.712,0,0.0,none,-
monday,134,28489.46689188158,351531.64040249056,43,43,0.1527777777777778,182.26270420085118,2.4072288637954324,0.0,0.042,20755610.824,0,0.0,none,-
monday,135,24127.219370841107,612447.3108590731,29,29,0.12142857142857143,197.6873391110914,1.9544059893123653,0.0,0.032,23139058.118,0,0.0,none,-
monday,136,44446.985180072836,1158889.0291056635,58,58,0.26865671641791045,115.949586254283,2.6222824873749864,0.0,0.07,22809162.656,0,0.0,none,-
monday,137,88528.79770032852,1096637.4883583407,74,74,0.23923444976076555,180.6007827030404,2.6175266301514086,0.0,0.098,37577478.862,0,0.0,none,-
monday,138,25950.149040854056,320122.7654055433,46,46,0.2920353982300885,140.56157225899102,2.327669746926626,0.0,0.064,11363305.21,0,0.0,none,-
monday,139,40703.0440987135,1339917.7510511954,44,44,0.3883495145631068,159.7747032551276,2.474501773532861,0.0,0.078,16694334.416,0,0.0,none,-
monday,140,45864.47927754432,696378.4722235088,67,67,0.23008849557522124,140.3511761468848,2.7505655941581733,0.0,0.05,3377633.278,0,0.0,none,-
monday,141,51198.59842545107,1553033.2096271082,82,82,0.19333333333333333,149.6089365795044,3.1111212329097944,0.0,0.056,5202190.488,0,0.0,none,-
monday,142,67498.84526136682,798641.5003748323,128,128,0.1813186813186813,167.08621169021876,3.6246822810600077,0.0,0.064,11787320.558,0,0.0,none,-
monday,143,40959.20072864969,784434.6228297498,39,39,0.1497005988023952,165.462769528212,2.3266288458368054,0.0,0.048,30821282.894,0,0.0,none,-
monday,144,84361.96768436405,1302129.998048985,106,106,0.28994082840236685,157.04443089210136,3.3690727229337396,0.0,0.096,40208185.494,0,0.0,none,-
monday,145,43693.78275174122,1213555.4696111125,53,53,0.3,175.09708650788863,2.6395905052738464,0.0,0.076,28689836.566,0,0.0,none,-
monday,146,74650.38125627732,1346459.143520155,94,94,0.3791208791208791,126.3896000124094,3.267217439225208,0.0,0.136,15180311.784,0,0.0,none,-
monday,147,63988.00363538141,922093.068438316,76,76,0.27906976744186046,172.38132030914778,3.144209363525229,0.0,0.07,28165778.506,0,0.0,none,-
monday,148,31208.269132734327,670156.7014200129,42,42,0.3140495867768595,149.8545916068242,2.6249010302111944,0.0,0.074,21989992.388,0,0.0,none,-
monday,149,47336.44476864594,739994.3989725197,76,76,0.375886524822695,151.75408921230218,2.7346113724417807,0.0,0.104,14413140.486,0,0.0,none,-
monday,150,28979.093623376422,789684.3331622765,85,85,0.16167664670658682,173.2265883773246,2.8503243553026714,0.0,0.052,6651101.15,0,0.0,none,-
monday,151,21111.873826974126,264959.8435633376,57,57,0.08121827411167512,107.091391777412,2.2956148405856642,0.0,0.03,3854756.086,0,0.0,none,-
monday,152,45786.1848591308,1063898.0176106952,56,56,0.19672131147540983,97.468072540954,2.462726428403342,0.0,0.07,6923986.904,0,0.0,none,-
monday,153,28161.74596184452,612133.6859299511,43,43,0.2808988764044944,121.36214192340479,2.14907008708558,0.0,0.048,6278924.51,0,0.0,none,-
monday,154,51959.73267493571,1149708.7015900372,64,64,0.308411214953271,145.61483940599103,2.7333780177635543,0.0,0.064,14482289.576,0,0.0,none,-
monday,155,73434.94391556636,1663644.4480104158,65,65,0.3875968992248062,186.68603856950423,2.810263694529875,0.0,0.098,20452418.428,0,0.0,none,-
monday,156,46363.036192281055,983342.5030151474,68,68,0.2882882882882883,142.9588619374758,2.864708628522987,0.0,0.062,26082032.466,0,0.0,none,-
monday,157,59775.66833084539,900888.7484424956,72,72,0.24,153.1445294500652,2.8046277876374415,0.0,0.082,42643291.756,0,0.0,none,-
monday,158,90694.05413371307,1762275.1904494292,118,118,0.3941176470588235,145.016188219755,3.494167577350493,0.0,0.132,4390177.424,0,0.0,none,-
monday,159,57334.05285357441,889464.7785374701,78,78,0.3489583333333333,138.9565367304128,2.908760477848559,0.0,0.132,21112649.778,0,0.0,none,-
monday,160,62288.311975913195,1004489.8109491947,63,63,0.494949494949495,135.175292299918,2.738390048062225,0.0,0.194,20125131.352,0,0.0,none,-
monday,161,69622.15675700498,1234864.2114945904,94,94,0.49,146.185265183204,3.0857393471975003,0.0,0.194,16097610.002,0,0.0,none,-
monday,162,51864.96775262966,1084614.970326581,73,73,0.3987341772151899,141.9148143296188,3.01757607982889,0.0,0.124,18468312.858,0,0.0,none,-
monday,163,68479.78380135742,1212593.6106005022,87,87,0.453551912568306,165.1963254195378,3.088849962350044,0.0,0.164,33144785.944,0,0.0,none,-
monday,164,31552.454876891687,407481.4619439485,46,46,0.21052631578947367,144.5603665720002,2.3559544177981855,0.0,0.046,15685025.474,0,0.0,none,-
monday,165,78092.17930441537,2330267.5340923597,78,78,0.36024844720496896,172.084770178406,2.4356138875005913,0.0,0.114,10190965.722,0,0.0,none,-
monday,166,44582.31342056145,979991.4536750077,53,53,0.3486238532110092,137.0390301438976,2.5210589746359,0.0,0.074,12636643.076,0,0.0,none,-
monday,167,75506.91546459455,1253730.4750007356,65,65,0.3106796116504854,135.529612210282,2.755195619834672,0.0,0.126,20603492.85,0,0.0,none,-
monday,168,116862.63445927424,2010328.5618722292,135,135,0.40555555555555556,134.8164786353208,3.7611912261518956,0.0,0.144,13008744.844,0,0.0,none,-
monday,169,109393.00556899727,2394836.9101990946,150,150,0.48444444444444446,122.169700514252,4.149451245174604,0.0,0.216,12290567.176,0,0.0,none,-
monday,170,93066.32454450172,1812867.1427456695,109,109,0.43609022556390975,142.56867851322318,3.596746418501386,0.0,0.114,11520397.09,0,0.0,none,-
monday,171,76849.05551564264,1275134.6224485459,87,87,0.2802547770700637,115.4156182987364,3.39951163496784,0.002,0.086,5222971.922,0,0.0,none,-
monday,172,121534.609777695,2608460.3682414894,138,138,0.4666666666666667,99.74515431444699,4.326934529168395,0.0,0.222,8476608.246,0,0.0,none,-
monday,173,134156.37059924865,2545391.8217187095,145,145,0.46956521739130436,125.66425011957278,4.30731645428664,0.0,0.214,13666261.332,0,0.0,none,-
monday,174,138926.69326326906,2937366.5105564385,174,174,0.5412844036697247,162.0420619936636,4.69545840832338,0.0,0.234,5062952.062,0,0.0,none,-
monday,175,80063.57174387705,1607401.0700543446,162,162,0.25654450261780104,192.870882665567,4.075485037462472,0.0,0.096,2100669.752,0,0.0,none,-
monday,176,106988.01985662342,1951237.870838182,146,146,0.3627450980392157,141.876832741562,4.133512600020103,0.0,0.146,16683960.806,0,0.0,none,-
monday,177,61605.77546817815,1044988.2735517218,101,101,0.2727272727272727,128.3916899398074,3.3171839241791847,0.0,0.07,2891148.8,0,0.0,none,-
monday,178,74701.29752124212,1705154.0857732892,98,98,0.38571428571428573,130.3293375076046,3.5034255915632264,0.0,0.106,10181130.236,0,0.0,none,-
monday,179,94029.67700251685,1490470.127887974,118,118,0.3562231759656652,120.9524784090734,4.001772938298844,0.0,0.164,8779761.918,0,0.0,none,-
monday,180,110472.71901671457,2156727.7860208396,97,97,0.4063926940639269,118.43794672921742,3.5083146737056357,0.0,0.176,17732117.188,0,0.0,none,-
monday,181,55196.88550570609,873403.8423137228,63,63,0.49382716049382713,127.46908581109942,2.7909595836828984,0.002,0.158,12744764.826,0,0.0,none,-
monday,182,60755.15165310957,1159585.967108737,83,83,0.41304347826086957,124.50086282391,3.1067949589911317,0.0,0.15,21083826.68,0,0.0,none,-
monday,183,34439.68049679071,689327.2074473918,57,57,0.18947368421052632,180.18860005805058,2.704777217415098,0.0,0.034,15576511.642,0,0.0,none,-
monday,184,48821.68583512752,1084963.0477198167,63,63,0.16666666666666666,156.09356016418837,2.693189481763076,0.0,0.044,11662073.896,0,0.0,none,-
