window_id,packet_rate,byte_rate,unique_dst_ips,unique_dst_ports,syn_ack_ratio,avg_pkt_size,dst_port_entropy,failed_conn_rate,src_ip_flag,attack_type,label_attack_now,attack_fraction,packet_rate_ma3,packet_rate_std3,byte_rate_ma3,byte_rate_std3,unique_dst_ips_ma3,unique_dst_ips_std3,unique_dst_ports_ma3,unique_dst_ports_std3,syn_ack_ratio_ma3,syn_ack_ratio_std3,avg_pkt_size_ma3,avg_pkt_size_std3,dst_port_entropy_ma3,dst_port_entropy_std3,failed_conn_rate_ma3,failed_conn_rate_std3,portcount_slope3,entropy_slope3,packet_rate_ma6,packet_rate_std6,byte_rate_ma6,byte_rate_std6,unique_dst_ips_ma6,unique_dst_ips_std6,unique_dst_ports_ma6,unique_dst_ports_std6,syn_ack_ratio_ma6,syn_ack_ratio_std6,avg_pkt_size_ma6,avg_pkt_size_std6,dst_port_entropy_ma6,dst_port_entropy_std6,failed_conn_rate_ma6,failed_conn_rate_std6,portcount_slope6,entropy_slope6,packet_rate_ma12,packet_rate_std12,byte_rate_ma12,byte_rate_std12,unique_dst_ips_ma12,unique_dst_ips_std12,unique_dst_ports_ma12,unique_dst_ports_std12,syn_ack_ratio_ma12,syn_ack_ratio_std12,avg_pkt_size_ma12,avg_pkt_size_std12,dst_port_entropy_ma12,dst_port_entropy_std12,failed_conn_rate_ma12,failed_conn_rate_std12,portcount_slope12,entropy_slope12,y_forecast,windows_to_attack,intel_match,intel_confidence
10,88226.54618196662,1138917.0587434615,176,176,0.2046511627906976,103.37858044486,4.487824431866391,0.0,,none,0,0.0,50794.45288311087,37157.941207684846,874563.9795411797,259588.3169127159,89.66666666666667,81.13158036999731,89.66666666666667,81.13158036999731,0.28869102473753633,0.11262951674820651,117.012182751892,22.327777596561866,2.9722528495063436,1.5234255867280495,0.0,0.0,-31.0,-1.106141860668556,46875.80220455494,38051.96682142212,1032580.761346134,842113.8105094286,93.83333333333333,82.7173903521301,93.83333333333333,82.7173903521301,0.24200176236876814,0.09143335421915716,140.8015434676477,74.29250749425356,3.1269547761898466,1.6426668323963611,0.0,0.0,171.0,2.934893351922817,41971.00015072661,38627.79515475742,928905.672302433,739375.6869032488,80.0,86.19860787738976,80.0,86.19860787738976,0.22091688283181588,0.08076398498518407,177.75887014970854,143.96876369269145,2.797379502793926,1.679212734169978,0.0,0.0,0.0,0.0,0,-1,0,0.0
11,11864.423448412272,758193.862555732,13,13,0.2788461538461538,177.35035757008,1.839226952705888,0.0,,none,0,0.0,38002.61330303601,43507.306396378015,839043.107809423,268731.1003635827,68.0,93.53608929178084,68.0,93.53608929178084,0.3000546611011727,0.1075871463323334,141.16949040440866,37.01216193515846,2.5893814252625194,1.656107505484507,0.0,0.0,-65.0,-1.1486142727314723,47367.04793302087,37478.620765423686,1099569.3649289,792052.3897493595,95.33333333333333,80.82243912841697,95.33333333333333,80.82243912841697,0.2589622324542382,0.08627566609492925,123.161797902396,36.855381641462536,3.176878299892328,1.588435559905801,0.0,0.0,9.0,0.29954114221489014,39462.11875886708,37841.70104269328,914679.6881568747,706687.4095077545,74.41666666666667,84.43228414570227,74.41666666666667,84.43228414570227,0.22574432208301073,0.07880030174748137,177.7248274347395,137.268880856538,2.7175334569532557,1.6247826619075623,0.0,0.0,0.0,0.0,0,-1,0,0.0
12,55294.362724842766,1404134.1017734008,142,142,0.1574074074074074,85.8450190849,3.812468602376085,0.0,,none,0,0.0,51795.11078507389,38301.136017056815,1100415.0076908646,324686.77846747503,110.33333333333333,85.99030953155905,110.33333333333333,85.99030953155905,0.21363490801475293,0.06121579079650596,122.19131903328001,48.56692385481102,3.379839995649455,1.376278600128808,0.0,0.0,127.0,2.371375711160807,52651.146595201084,35646.00479721818,1241107.0763981554,750018.7854248397,105.16666666666667,82.59156534820409,105.16666666666667,82.59156534820409,0.24483221702213945,0.09597030751782727,114.51229221639267,38.78832356459822,3.3604033993559916,1.5874997645386748,0.0,0.0,59.0,1.1011505967819808,38847.487233045314,37488.73938460024,899774.021511075,693064.5168936884,79.75,86.67087693735948,79.75,86.67087693735948,0.21963083680285875,0.08118472252342661,136.4355303742395,54.24533739014504,2.8143548588299026,1.654773193419844,0.0,0.0,64.0,1.1618568225197556,0,-1,0,0.0
13,68632.13355344467,1626235.520312857,114,114,0.2346368715083799,105.584495120742,3.5727261916248225,0.0,,none,0,0.0,45263.6399088999,29683.40913372244,1262854.4948806632,450936.83082363004,89.66666666666667,67.85523806850384,89.66666666666667,67.85523806850384,0.22363014425398034,0.06146302398835488,122.92662392524068,48.154634423134276,3.0748072489022653,1.0767372507440023,0.0,0.0,-62.0,-0.9150982402415688,48029.046396005375,30230.843797092377,1068709.2372109217,391819.99075993407,89.66666666666667,66.89294930459162,89.66666666666667,66.89294930459162,0.25616058449575835,0.08862911482735068,119.96940333856634,33.72615560434969,3.0235300492043042,1.181198828151137,0.0,0.0,-93.0,-2.021240100910125,44286.63940848628,36596.54236340959,1018320.11808404,684788.4382130328,89.0,83.60404513919386,89.0,83.60404513919386,0.21467410550698848,0.07797588020842505,135.01289989671633,54.85994480198199,3.0310629875274184,1.5591129961026935,0.0,0.0,111.0,2.6004975443702003,0,-1,0,0.0
14,16913.18865036373,598415.3330509171,31,31,0.3603603603603603,126.982633130252,1.914986320600821,0.0,,none,0,0.0,46946.561642883724,26851.008410299008,1209594.9850457248,540821.3062451223,95.66666666666667,57.72636601530823,95.66666666666667,57.72636601530823,0.25080154642538255,0.1024375312786293,106.137382445298,20.574379349844968,3.10006037153391,1.0332809325272712,0.0,0.0,18.0,0.0757593678949331,42474.587472959865,32703.871461633793,1024319.046427574,432520.80175816413,81.83333333333333,71.14890488733235,81.83333333333333,71.14890488733235,0.2754281037632776,0.09775038383422333,123.65343642485333,32.946269335327415,2.8447208983982146,1.265852486646084,0.0,0.0,-47.0,-1.0728549048365392,45232.86885309388,35638.41626759898,1037979.2475190321,667415.4397924228,91.25,81.44392940154373,91.25,81.44392940154373,0.23188362271650567,0.08573375923382485,134.205599498939,54.90460039371282,3.0765411446884614,1.5135252962356693,0.0,0.0,27.0,0.5457378859325119,0,-1,0,0.0
15,52316.91247294535,1169990.2819843616,68,68,0.3580246913580246,155.72276153126,2.67439168401925,0.0,,none,0,0.0,45954.078225584584,26440.055979829558,1131547.0451160453,514987.37477871956,71.0,41.58124577258357,71.0,41.58124577258357,0.3176739744089216,0.07192172259483562,129.42996326075135,25.158567293046655,2.720701398748298,0.829839630443367,0.0,0.0,-74.0,-1.1380769183568349,48874.59450532923,29608.38953022855,1115981.026403455,385414.2722363804,90.66666666666667,64.13631316708707,90.66666666666667,64.13631316708707,0.2656544412118373,0.08255471573684389,125.81064114701566,34.819523710968404,3.0502706971988762,1.0786332768592881,0.0,0.0,53.0,1.233298792803972,41339.33576871923,31542.466722911126,1012479.7993670179,654887.4606837765,78.0,69.39347624564247,78.0,69.39347624564247,0.247738750505113,0.09027058639987275,136.82873069011166,55.13691654819933,2.844038290700793,1.3145820819597696,0.0,0.0,-159.0,-2.7900342478520184,0,-1,0,0.0
16,24596.1859468314,725540.2943436293,80,80,0.1809523809523809,143.02931520005998,2.869599864794929,0.0,,none,0,0.0,31275.429023380162,18622.97321007381,831315.3031263025,300109.5548700479,59.666666666666664,25.540817005987332,59.666666666666664,25.540817005987332,0.2997791442235886,0.10291362198249486,141.91156995385734,14.40263034841771,2.4863259564716667,0.5043295481113638,0.0,0.0,-34.0,-0.7031263268298935,38269.53446614003,23449.28520715644,1047084.8990034829,416211.1607501954,74.66666666666667,48.710026346396745,74.66666666666667,48.710026346396745,0.2617046442387845,0.08652842204646399,132.419096939549,33.44622973766112,2.780566602686966,0.8181550156036578,0.0,0.0,-96.0,-1.6182245670714623,42572.66833534749,30468.029908684934,1039832.8301748084,633358.1573964023,84.25,65.48854861729644,84.25,65.48854861729644,0.2518532033037763,0.08549361543947208,136.61032020359832,55.1039769201906,2.953760689438406,1.2504040822975646,0.0,0.0,75.0,1.3166687848513545,0,-1,0,0.0
17,32134.685946739748,660506.5314676317,62,62,0.1379310344827586,99.09985611874,2.4937730365849333,0.002,,none,0,0.0,36349.261455505504,14332.887176811777,852012.3692652074,277290.1229964299,70.0,9.165151389911626,70.0,9.165151389911626,0.22563603559772136,0.11665237328717269,132.61731095002,29.712719981784474,2.6792548617997043,0.1879606051123244,0.0006666666666666666,0.0011547005383792516,31.0,0.5787867159841122,41647.91154919461,20106.072574416114,1030803.6771554662,431405.374529054,82.83333333333333,39.54954698434187,82.83333333333333,39.54954698434187,0.23821879101155197,0.09914877953742628,119.37734669765901,27.070580153064206,2.8896576166668066,0.703080829596602,0.0003333333333333333,0.0008164965809277261,49.0,0.6545460838790453,44507.47974110774,28829.642900006882,1065186.521042183,609133.0714328941,89.08333333333333,61.01483922834352,89.08333333333333,61.01483922834352,0.24859051173289512,0.08927013463134488,121.2695723000275,30.89372331304044,3.0332679582795676,1.1807061857293524,0.00016666666666666666,0.0005773502691896257,58.0,0.9540872260939355,0,-1,0,0.0
18,27388.07854126256,819554.9537470764,67,67,0.2727272727272727,136.244521702044,2.549513639658751,0.0,,none,0,0.0,28039.650144944575,3811.2536950717813,735200.5931861122,79963.0613951816,69.66666666666667,9.291573243177513,69.66666666666667,9.291573243177513,0.19720356272080405,0.06885188554332192,126.12456434028134,23.64866796560141,2.6376288470128713,0.20281683491735278,0.0006666666666666666,0.0011547005383792516,-1.0,-0.1248780443604991,36996.864185264574,19537.627952615312,933373.8191510789,394676.56116736965,70.33333333333333,26.9567554922076,70.33333333333333,26.9567554922076,0.25743876856486286,0.09120999154282952,127.77726380051634,21.9126196635969,2.6791651228805846,0.5421971108071859,0.0003333333333333333,0.0008164965809277261,-75.0,-1.262954962717334,44824.005390232836,28599.03446145234,1087240.4477746172,593570.7130251435,87.75,61.33384798861808,87.75,61.33384798861808,0.25113549279350117,0.08950601190420107,121.14477800845451,30.824080227743224,3.019784261118288,1.1856307417993173,0.00016666666666666666,0.0005773502691896257,-16.0,-0.1618043659353532,0,-1,0,0.0
19,51148.28091646677,942415.0302926518,106,106,0.1354838709677419,106.990105659474,3.2153814746870677,0.0,,none,0,0.0,36890.348468156364,12573.744420055225,807492.1718357865,141340.84143666146,78.33333333333333,24.090108620206195,78.33333333333333,24.090108620206195,0.1820473927259244,0.07854061134286838,114.11149449341934,19.569547248647655,2.752889383643584,0.40149838656723147,0.0006666666666666666,0.0011547005383792516,26.0,0.3457816098921387,34082.88874576826,14540.421867366747,819403.7374810446,210208.12027196726,69.0,24.445858544955993,69.0,24.445858544955993,0.2409132684747565,0.1042217159764666,128.01153222363834,21.633641276260292,2.619607670057625,0.433054866289955,0.0003333333333333333,0.0008164965809277261,-8.0,-0.3573447169377548,41055.96757088682,23760.404158335234,944056.4873459833,326832.10751416226,79.33333333333333,49.21443493590682,79.33333333333333,49.21443493590682,0.2485369264852574,0.09258110563094385,123.99046778110234,27.338563413420697,2.8215688596309647,0.8740343143535192,0.00016666666666666666,0.0005773502691896257,-101.0,-2.3785848178478797,0,-1,0,0.0
20,67168.31456768136,1603965.1924838792,144,144,0.182741116751269,112.97626966224,3.972485146041203,0.0,,none,0,0.0,48568.2246751369,20015.227009347553,1121978.3921745357,421908.8839506999,105.66666666666667,38.50108223587143,105.66666666666667,38.50108223587143,0.19698408681542787,0.06972147788750889,118.73696567458599,15.454592469810988,3.2457934201290075,0.7119730625615399,0.0,0.0,82.0,1.4787121094562696,42458.7430653212,16947.191669193584,986995.3807198716,351885.29881881113,87.83333333333333,31.751640377572077,87.83333333333333,31.751640377572077,0.2113100612065746,0.08737176042432858,125.677138312303,22.505005184161607,2.9625241409643555,0.5596281924431019,0.0003333333333333333,0.0008164965809277261,113.0,2.0574988254403817,42466.66526914053,24833.54279157894,1005657.2135737228,376426.58410822216,84.83333333333333,52.621864334709834,84.83333333333333,52.621864334709834,0.24336908248492609,0.09452184953795352,124.66528736857816,26.920667483388904,2.903622519681285,0.9351452959787647,0.00016666666666666666,0.0005773502691896257,66.0,0.9846439206038426,0,-1,0,0.0
21,15890.213356143504,693063.5315897294,9,9,0.3181818181818182,149.61462009474002,1.1079034571224406,0.0,,none,0,0.0,44735.60294676388,26233.618603282972,1079814.5847887534,470738.1832151769,86.33333333333333,69.61561127601577,86.33333333333333,69.61561127601577,0.21213560196694303,0.09482964620771403,123.193665138818,23.07614971034266,2.7652566926169038,1.4843908860867654,0.0,0.0,-58.0,-1.4416101825363103,36387.626545854226,19097.58654617015,907507.5889874329,356122.24346740445,78.0,45.347546791419695,78.0,45.347546791419695,0.20466958234387356,0.07456666356968673,124.65911473954968,20.95911075974642,2.7014427698148875,0.9501089666882401,0.0003333333333333333,0.0008164965809277261,-59.0,-1.5664882268968094,42631.11052559173,24633.02627621908,1011744.3076954439,370162.0762956949,84.33333333333333,53.36892751632193,84.33333333333333,53.36892751632193,0.23516201177785542,0.08148329503365932,125.23487794328268,27.406694297845714,2.875856733506882,0.9860770180788956,0.00016666666666666666,0.0005773502691896257,-6.0,-0.3331894340928374,0,-1,0,0.0
22,24816.29682704742,630288.7016816809,74,74,0.1304347826086956,174.72217991728002,2.8853853976550945,0.0,,none,0,0.0,35958.27491695743,27394.683294066494,975772.475251763,544935.5349994145,75.66666666666667,67.51543033509698,75.66666666666667,67.51543033509698,0.2104525725139276,0.09689262576165525,145.77102322475335,31.051880554647447,2.6552580002729127,1.4460899098574718,0.0,0.0,-32.0,-0.3299960770319732,36424.3116925569,19070.598232375523,891632.3235437749,367788.34465026244,77.0,45.36077600747146,77.0,45.36077600747146,0.19624998261992602,0.08040385372901301,129.94125885908633,28.975374269298396,2.704073691958248,0.9506894123891002,0.0003333333333333333,0.0008164965809277261,-6.0,0.015785532860165485,37346.92307934846,20400.530317502435,969358.611273629,383168.1916029705,75.83333333333333,44.8914515720134,75.83333333333333,44.8914515720134,0.22897731342935526,0.08666165963863842,131.18017789931767,29.86261273537157,2.742320147322607,0.8465702697626478,0.00016666666666666666,0.0005773502691896257,-102.0,-1.6024390342112969,0,-1,0,0.0
23,95914.72178278242,1575112.2921809794,98,98,0.3090909090909091,118.209263812734,3.094700546348799,0.0,,none,0,0.0,45540.41065532444,43853.13167502223,966154.8418174632,528305.8319595022,60.333333333333336,46.04707735929971,60.333333333333336,46.04707735929971,0.2525691699604743,0.10586910591560947,147.51535460825133,28.3148831596907,2.3626631337087782,1.0916820014814097,0.0,0.0,-46.0,-0.8777845996924039,47054.31766523068,30532.489012502632,1044066.6169959996,436038.93980852637,83.0,45.36077600747146,83.0,45.36077600747146,0.2247766283879511,0.08575926344686091,133.12616014141867,25.781573179058633,2.804228276918893,0.9557435976800935,0.0,0.0,36.0,0.6009275097638658,44351.114607212636,24808.5815057575,1037435.1470757328,413601.750450086,82.91666666666667,40.574193171462476,82.91666666666667,40.574193171462476,0.23149770969975147,0.08866060617553385,126.25175341953884,26.20655494057477,2.84694294679285,0.8011773667849407,0.00016666666666666666,0.0005773502691896257,85.0,1.2554735936429111,0,-1,0,0.0
24,45998.406410797805,1533891.4474659676,113,113,0.1733333333333333,128.3362510507,3.4976040729239597,0.0,,none,0,0.0,55576.47500687588,36504.12382621932,1246430.8137762093,533992.6181437196,95.0,19.67231557290602,95.0,19.67231557290602,0.204286341677646,0.09326344099688517,140.42256492690467,30.132816977432885,3.159230005642618,0.3111687081384554,0.0,0.0,104.0,2.389700615801519,50156.03897681987,29044.08498548547,1163122.6992824813,459374.9140691993,90.66666666666667,45.99855070180653,90.66666666666667,45.99855070180653,0.2082109718222945,0.08423049184654349,131.80811503286134,25.7924142753686,2.9622433491297606,0.9831894011134074,0.0,0.0,46.0,0.9480904332652087,43576.45158104223,24579.88929792125,1048248.2592167802,425582.8240958964,80.5,37.48090422892946,80.5,37.48090422892946,0.23282487019357867,0.08756313020597359,129.79268941668883,22.914467360045077,2.8207042360051724,0.7712796553117625,0.00016666666666666666,0.0005773502691896257,-29.0,-0.3148645294521253,0,-1,0,0.0
25,13506.446773848676,682685.1419808521,13,13,0.0909090909090909,133.1854900935,1.7798149986433958,0.0,,none,0,0.0,51806.52498914296,41510.01841184971,1263896.293875933,503765.4134864357,74.66666666666667,53.92896562454478,74.66666666666667,53.92896562454478,0.1911111111111111,0.11017197231291644,126.57700165231132,7.6415350053164115,2.790706539305385,0.8983368483860347,0.0,0.0,-61.0,-1.1055703990116987,43882.3999530502,32630.81717700129,1119834.3845638481,495175.0519863407,75.16666666666667,54.65314873515217,75.16666666666667,54.65314873515217,0.20078184181251935,0.09339510374147827,136.17401243853234,22.794035985846154,2.722982269789149,1.0792487851471997,0.0,0.0,-93.0,-1.435566476043672,38982.64434940923,24622.720011301324,969619.0610224465,395164.4825327946,72.08333333333333,40.49345251975554,72.08333333333333,40.49345251975554,0.22084755514363794,0.09665103660152534,132.09277233108534,21.611846092416656,2.671294969923387,0.7858771133930281,0.00016666666666666666,0.0005773502691896257,-101.0,-1.7929111929814268,0,-1,0,0.0
