day,window_id,packet_rate,byte_rate,unique_dst_ips,unique_dst_ports,syn_ack_ratio,avg_pkt_size,dst_port_entropy,failed_conn_rate,fwd_psh_rate,avg_flow_duration,label_attack_now,attack_fraction,attack_family,mitre,packet_rate_ma3,packet_rate_std3,byte_rate_ma3,byte_rate_std3,unique_dst_ips_ma3,unique_dst_ips_std3,unique_dst_ports_ma3,unique_dst_ports_std3,syn_ack_ratio_ma3,syn_ack_ratio_std3,avg_pkt_size_ma3,avg_pkt_size_std3,dst_port_entropy_ma3,dst_port_entropy_std3,failed_conn_rate_ma3,failed_conn_rate_std3,fwd_psh_rate_ma3,fwd_psh_rate_std3,avg_flow_duration_ma3,avg_flow_duration_std3,portcount_slope3,entropy_slope3,packet_rate_ma6,packet_rate_std6,byte_rate_ma6,byte_rate_std6,unique_dst_ips_ma6,unique_dst_ips_std6,unique_dst_ports_ma6,unique_dst_ports_std6,syn_ack_ratio_ma6,syn_ack_ratio_std6,avg_pkt_size_ma6,avg_pkt_size_std6,dst_port_entropy_ma6,dst_port_entropy_std6,failed_conn_rate_ma6,failed_conn_rate_std6,fwd_psh_rate_ma6,fwd_psh_rate_std6,avg_flow_duration_ma6,avg_flow_duration_std6,portcount_slope6,entropy_slope6,packet_rate_ma12,packet_rate_std12,byte_rate_ma12,byte_rate_std12,unique_dst_ips_ma12,unique_dst_ips_std12,unique_dst_ports_ma12,unique_dst_ports_std12,syn_ack_ratio_ma12,syn_ack_ratio_std12,avg_pkt_size_ma12,avg_pkt_size_std12,dst_port_entropy_ma12,dst_port_entropy_std12,failed_conn_rate_ma12,failed_conn_rate_std12,fwd_psh_rate_ma12,fwd_psh_rate_std12,avg_flow_duration_ma12,avg_flow_duration_std12,portcount_slope12,entropy_slope12,y_forecast,upcoming_attack_family,windows_to_attack,kill_chain_stage
monday,10,58700.430673363655,1701222.954810185,71,71,0.2195121951219512,139.8465710767096,3.0674240574006184,0.0,0.07,15092793.448,0,0.0,none,-,74751.19592363412,20234.42476465415,1476556.5871185686,195309.49954952224,82.0,15.716233645501708,82.0,15.716233645501708,0.2287001434720229,0.0632087136225978,155.52280926893746,13.612163718384007,3.161770247357403,0.1825938481195492,0.0,0.0,0.066,0.0087177978870813,26165329.64133333,10310428.822239952,-14.0,0.0902263417395472,75449.59558569748,13778.438182787546,1716861.1768834994,365659.398962272,78.16666666666667,15.131644546005791,78.16666666666667,15.131644546005791,0.2736153506222931,0.0763600568339127,162.99775127974485,16.921728276726945,3.138265621972703,0.1441713831357862,0.0,0.0,0.0803333333333333,0.0206074420214316,21854363.04033333,10665665.532993916,-20.0,-0.5315455602128534,79097.84489007616,24632.055690812973,1849234.221708332,693997.8732260858,80.0909090909091,16.189222003879898,80.0909090909091,16.189222003879898,0.2747163492767285,0.0585956333427949,165.3009438161951,16.764577109821193,3.335483354933861,0.2817282722993266,0.0001818181818181,0.0006030226891555,0.0798181818181818,0.0177641109083352,25589282.392181817,11781690.911362812,0.0,0.0,0,none,-1,-
monday,11,94563.62021676428,1724269.718657014,94,94,0.3427230046948357,119.2105432387636,3.244031618839731,0.0,0.144,25225985.6,0,0.0,none,-,73778.83079253825,18600.114253199463,1590899.792671853,211358.7689932112,80.0,12.288205727444504,80.0,12.288205727444504,0.286078399938929,0.0622017243308437,141.1364463011342,22.598466371157667,3.119035332531224,0.1087960366399151,0.0,0.0,0.0953333333333333,0.0421584313433663,25269687.928666662,10198815.870068178,-6.0,-0.1282047444785399,79938.65797894458,15049.948667580167,1737021.6650420928,361456.9396745128,84.66666666666667,11.003029885748122,84.66666666666667,11.003029885748122,0.2766232972922116,0.079080657357525,151.4368204957407,19.45692653586034,3.157123367628479,0.150283216495157,0.0,0.0,0.088,0.0332024095511154,21008788.031,10045304.484494112,39.0,0.113146473934655,80386.6595006335,23906.331159917525,1838820.513120722,662683.6118477652,81.25,15.949494149858282,81.25,15.949494149858282,0.2803835705615707,0.059217610160625,161.46007710140913,20.797308384960203,3.3278623769260167,0.2699115448527389,0.0001666666666666,0.0005773502691896,0.0851666666666666,0.0251028188686353,25559007.6595,11233891.065370947,0.0,0.0,0,none,-1,-
monday,12,61852.43247606241,1570217.9619488548,74,74,0.2191780821917808,159.2390760716816,3.2447701134448343,0.002,0.062,27010153.532,0,0.0,none,-,71705.49445539677,19858.353754350424,1665236.8784720178,83091.72163265933,79.66666666666667,12.503332889007364,79.66666666666667,12.503332889007364,0.2604710940028559,0.0712324400622609,139.43206346238497,20.01748542176935,3.185408596561728,0.1021782753542334,0.0006666666666666,0.0011547005383792,0.092,0.0452106182218292,22442977.526666667,6427652.62713441,-1.0,0.1991197920915142,77354.19690777312,16810.033219067052,1614674.4065192833,232146.30540039323,83.16666666666667,11.856081421222884,83.16666666666667,11.856081421222884,0.2717586421455258,0.0820100496875125,152.87707203171212,19.70068450378493,3.158551698336308,0.1512228837582999,0.0003333333333333,0.0008164965809277,0.086,0.0345485166107026,23558998.219,9110956.131127106,-9.0,0.0085699842469728,73409.09663470623,12775.449299940004,1657410.0943798888,280613.13550432376,83.16666666666667,13.11372170551506,83.16666666666667,13.11372170551506,0.2773150774108858,0.0615057605396416,161.23545774736402,20.806272461125804,3.2804565000368178,0.2226555970099918,0.0001666666666666,0.0005773502691896,0.0851666666666666,0.0251028188686353,25204105.022666663,11103618.99931908,23.0,-0.5688705226703914,0,none,-1,-
monday,13,76619.0630623717,1813252.523174937,104,104,0.3043478260869565,178.302878385788,3.65226396413004,0.0,0.096,24498256.202,0,0.0,none,-,77678.37191839945,16381.301910751954,1702580.0679269352,122960.48226638822,90.66666666666669,15.27525231651946,90.66666666666669,15.27525231651946,0.2887496376578577,0.0632322273905776,152.25083256541106,30.159620003562104,3.3803552321382013,0.2354801589171111,0.0006666666666666,0.0011547005383792,0.1006666666666666,0.0411987054812809,25578131.778,1292444.2916912087,33.0,0.584839906729421,76214.78392101679,16543.34025916052,1589568.327522752,191394.92283863225,86.33333333333333,14.651507317223922,86.33333333333333,14.651507317223922,0.2587248905649403,0.0654159380352472,153.88682091717428,21.00402869467353,3.2710627397478027,0.2232720002986926,0.0003333333333333,0.0008164965809277,0.0833333333333333,0.0327088163446289,25871730.709666666,6579785.885380442,19.0,0.6750662484689682,74766.1024124612,12107.876078608318,1690359.1657484204,273039.7450203221,84.58333333333333,14.418790349801016,84.58333333333333,14.418790349801016,0.2804236083726777,0.0618810392060719,160.58758016649878,20.070439715683523,3.3100023689502507,0.2473124906350619,0.0001666666666666,0.0005773502691896,0.0855,0.0252280507660529,25772367.032333333,10855210.508505393,17.0,0.3545504269612021,0,none,-1,-
monday,14,59649.53808239771,937435.6439403323,63,63,0.204225352112676,155.9937207763974,2.94158875085786,0.002,0.056,20526053.136,0,0.0,none,-,66040.34454027728,9227.412969228551,1440302.0430213746,452130.96662486944,80.33333333333333,21.221058723196,80.33333333333333,21.221058723196,0.2425837534638044,0.0540092263826574,164.51189174462232,12.053072933935354,3.279540942810911,0.3566112345691994,0.0013333333333333,0.0011547005383792,0.0713333333333333,0.0215715862498179,24011487.62333333,3269342.016864342,-31.0,-0.3024428679818713,69909.58766640777,13798.87716365483,1515600.9178466138,326254.3191201031,80.16666666666667,15.510211689937272,80.16666666666667,15.510211689937272,0.2643310767013667,0.0572883557040363,152.82416902287827,20.647283954459787,3.199288137671067,0.2516582511327321,0.0006666666666666,0.0010327955589886,0.0833333333333333,0.0327088163446289,24640587.776,6808575.280660266,-37.0,-0.4306476124604113,74298.529988713,12606.40559354796,1614450.7006931913,342829.05199057295,81.41666666666667,14.656418595980604,81.41666666666667,14.656418595980604,0.2768868321598451,0.0651141870153875,160.77159626178687,20.01244462041416,3.2451255325864943,0.2315618473764351,0.0003333333333333,0.0007784989441615,0.0841666666666666,0.0264019053490577,25834940.441666663,10819603.5290104,-38.0,-0.7785220363650751,0,none,-1,-
monday,15,74382.87320889211,1095459.7048795945,74,74,0.3067484662576687,210.12831044808743,2.887555256655684,0.002,0.098,28329463.51,0,0.0,none,-,70217.15811788717,9219.874249471082,1282049.2906649546,466771.4179667864,80.33333333333333,21.221058723196,80.33333333333333,21.221058723196,0.2717738814857671,0.0585110556532508,181.47496987009092,27.20634251455261,3.1604693238811943,0.4267626749811219,0.0013333333333333,0.0011547005383792,0.0833333333333333,0.0236924741918891,24451257.616,3901917.4794678967,0.0,-0.3572148567891506,70961.32628664198,13871.144924614526,1473643.0845684863,366007.83402634977,80.0,15.582040944625968,80.0,15.582040944625968,0.2661224877443115,0.0586290675503007,160.45351666623796,31.41075790257377,3.1729389602214613,0.2778728170964432,0.001,0.0010954451150103,0.0876666666666666,0.032629230249374,23447117.571333334,4881170.761184036,-1.0,-0.1580950646976364,74311.70589474168,12606.404111106309,1569554.0198472887,373876.6979349514,80.75,14.808627706356,80.75,14.808627706356,0.2797219316207114,0.0656550161805192,165.77992567296045,24.16824556599947,3.1998977544481537,0.2447362774647924,0.0005,0.0009045340337332,0.0865,0.0262730418351725,24089122.68,8021070.065659372,-8.0,-0.5427333376600965,0,none,-1,-
monday,16,72855.92261818965,1581965.248964336,79,79,0.3228346456692913,152.4140578113442,3.1999481567019443,0.0,0.08,29819645.108,0,0.0,none,-,68962.7779698265,8101.556790346369,1204953.532594754,335925.99879867444,72.0,8.185352771872433,72.0,8.185352771872433,0.2779361546798787,0.0643401360220941,172.84536301194302,32.33754975072438,3.0096973880718294,0.1669623336180541,0.0013333333333333,0.0011547005383792,0.078,0.0210713075057054,26225053.918,4991404.384908303,-25.0,-0.4523158074280951,73320.57494411297,12505.25422573592,1453766.8002608446,354225.7378385156,81.33333333333333,14.988884770611408,81.33333333333333,14.988884770611408,0.2833428961688681,0.0573608446405789,162.54809778867704,30.15573455165496,3.195026310105016,0.2730331511862708,0.001,0.0010954451150103,0.0893333333333333,0.0317909840468436,25901592.848,3280147.019401654,8.0,0.1325240993013259,74385.08526490522,12594.125241963173,1585313.988572172,369713.5623468093,79.75,14.454473984957678,79.75,14.454473984957678,0.2784791233955806,0.0645892612203362,162.77292453421094,23.31439788451521,3.166645966038859,0.21026558399962,0.0005,0.0009045340337332,0.0848333333333333,0.0259714295239047,23877977.944166664,7814433.824667111,-12.0,-0.3990214609115274,0,none,-1,-
monday,17,61845.942564485165,1131085.4899865962,101,101,0.2546583850931677,153.53139676883902,3.325413003597494,0.0,0.08,10361051.386,0,0.0,none,-,69694.91279718897,6840.149472929263,1269503.481276842,271185.48327835934,84.66666666666667,14.36430761761015,84.66666666666667,14.36430761761015,0.2947471656733759,0.0356373966266025,172.0245883427569,33.003520119779274,3.1376388056517075,0.2254810259433508,0.0006666666666666,0.0011547005383792,0.086,0.0103923048454132,22836720.00133333,10829907.240990764,38.0,0.3838242527396343,67867.62866873312,7535.242445337076,1354902.7621491086,346319.55696584965,82.5,16.379865689315032,82.5,16.379865689315032,0.2686654595685901,0.0499110679219918,168.2682400436896,22.599463401409896,3.208589874231309,0.2779319543191798,0.001,0.0010954451150103,0.0786666666666666,0.0171425396796001,23424103.81233333,7183607.6534280125,7.0,0.0813813847577629,73903.14332383884,12980.871990103484,1545962.2135956006,392079.1132741004,83.58333333333333,13.351597339462849,83.58333333333333,13.351597339462849,0.2726443784304009,0.0631839355948288,159.85253026971515,21.94296062991266,3.182856620929894,0.2147096318000284,0.0005,0.0009045340337332,0.0833333333333333,0.0256597786900869,22216445.921666667,8421093.950170653,46.0,0.1945278586924179,0,none,-1,-
monday,18,57072.29615809074,1060465.5692833834,65,65,0.1710526315789473,141.253578762476,2.613567806870916,0.0,0.05,5317250.18,0,0.0,none,-,63924.720446921856,8094.5478052430035,1257838.7694114384,282913.89920000016,81.66666666666667,18.147543451754924,81.66666666666667,18.147543451754924,0.2495152207804688,0.0760216025527672,149.06634444755306,6.789078900993995,3.0463096557234515,0.379979588613473,0.0,0.0,0.07,0.0173205080756887,15165982.224666664,12938599.598689085,-9.0,-0.2739874497847681,67070.9392824045,8490.556265161047,1269944.0300381966,345459.37127007934,81.0,17.67484087622856,81.0,17.67484087622856,0.2606445511331179,0.0618850989193487,165.27065715882202,25.09195820717751,3.103389489802323,0.366761606984876,0.0006666666666666,0.0010327955589886,0.0766666666666666,0.0199465953652914,19808619.920333333,9945744.29414813,-9.0,-0.6312023065739187,72212.5680950888,13785.928183738388,1442309.2182787398,333396.7768499432,82.08333333333333,14.39354863903417,82.08333333333333,14.39354863903417,0.2662015966393219,0.0695097361703089,159.07386459526708,22.460914617196305,3.1309705940693155,0.2690117929828904,0.0005,0.0009045340337332,0.0813333333333333,0.0273340724216409,21683809.069666665,9302163.815179791,-18.0,-0.6226323223269459,0,none,-1,-
monday,19,65656.85504871364,1484389.7020025558,86,86,0.1711229946524064,149.6988319515918,2.951027474908122,0.0,0.062,22787919.086,0,0.0,none,-,61525.03125709651,4301.267358238758,1225313.5870908452,227127.9777753968,84.0,18.083141320025117,84.0,18.083141320025117,0.1989446704415071,0.0482495050539953,148.16126916096894,6.2816620611645,2.9633360951255105,0.356082185210686,0.0,0.0,0.064,0.0150996688705415,12822073.550666666,8991581.6504664,7.0,-0.2489206817938223,65243.9046134615,7088.756743923545,1215133.5598427996,256705.50739829455,78.0,14.170391667134696,78.0,14.170391667134696,0.2384404125606929,0.0667754708794563,160.50331608645595,24.83670484636822,2.98651674159867,0.2500263750761868,0.0006666666666666,0.0010327955589886,0.071,0.018099723754798,19523563.734333333,9808008.367778417,-18.0,-0.7012364892219174,70729.34426723915,13418.926504507945,1402350.9436827758,291275.07396207546,82.16666666666667,14.414849246103088,82.16666666666667,14.414849246103088,0.2485826515628166,0.0639071929688502,157.19506850181511,22.20051119423064,3.1287897406732363,0.2704738513564741,0.0005,0.0009045340337332,0.0771666666666666,0.026013399810424,22697647.222000003,8625283.784735607,1.0,-0.0261702407529491,0,none,-1,-
